"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2023";"1700";"30,4";"31,2";"28,7";"38,0";"44,0";"35,0";"14,3";"15,9";"13,3";"940,2";"941,2";"940,2";"2,2";"48,0";"5,6";"3273,20";"0,0"
"01/01/2023";"1800";"30,7";"31,4";"29,2";"38,0";"40,0";"34,0";"14,7";"15,0";"12,9";"939,4";"940,2";"939,4";"1,4";"62,0";"6,2";"2887,30";"0,0"
"01/01/2023";"1900";"29,3";"30,9";"29,3";"40,0";"41,0";"32,0";"14,4";"14,8";"11,9";"939,1";"939,4";"939,1";"1,5";"40,0";"4,9";"1531,10";"0,0"
"01/01/2023";"2000";"29,1";"29,5";"29,0";"43,0";"44,0";"38,0";"15,2";"15,7";"13,7";"938,8";"939,1";"938,7";"0,9";"310,0";"3,0";"777,90";"0,0"
"01/01/2023";"2100";"28,1";"29,1";"28,1";"47,0";"47,0";"42,0";"15,7";"15,8";"14,7";"938,9";"938,9";"938,6";"1,6";"316,0";"2,0";"394,20";"0,0"
"01/01/2023";"2200";"26,7";"28,1";"26,7";"57,0";"57,0";"47,0";"17,4";"17,6";"15,8";"939,6";"939,6";"938,9";"2,2";"60,0";"4,0";"25,00";"0,0"
"01/01/2023";"2300";"26,1";"26,8";"26,1";"49,0";"59,0";"47,0";"14,7";"17,9";"14,3";"940,5";"940,5";"939,6";"2,8";"102,0";"8,9";"";"0,0"
"02/01/2023";"0000";"24,8";"26,1";"24,7";"56,0";"61,0";"49,0";"15,4";"16,6";"14,7";"941,4";"941,4";"940,5";"0,4";"240,0";"6,1";"";"0,0"
"02/01/2023";"0100";"24,1";"25,1";"24,1";"60,0";"61,0";"53,0";"15,9";"16,5";"14,8";"941,9";"942,0";"941,4";"0,1";"349,0";"2,6";"";"0,0"
"02/01/2023";"0200";"23,4";"24,4";"23,4";"64,0";"64,0";"56,0";"16,3";"16,3";"15,0";"941,9";"942,0";"941,8";"1,0";"42,0";"1,6";"";"0,0"
"02/01/2023";"0300";"23,7";"23,7";"23,2";"63,0";"67,0";"61,0";"16,3";"16,7";"15,7";"941,8";"942,2";"941,8";"1,3";"226,0";"2,3";"";"0,0"
"02/01/2023";"0400";"23,2";"23,7";"23,1";"67,0";"67,0";"59,0";"16,6";"16,8";"15,1";"941,4";"941,8";"941,4";"0,4";"270,0";"2,3";"";"0,0"
"02/01/2023";"0500";"22,1";"23,7";"22,1";"72,0";"72,0";"57,0";"16,8";"16,9";"14,5";"940,4";"941,4";"940,4";"0,5";"341,0";"2,5";"";"0,0"
"02/01/2023";"0600";"21,6";"22,2";"21,6";"74,0";"74,0";"68,0";"16,8";"17,0";"16,0";"940,1";"940,4";"940,1";"1,0";"72,0";"1,9";"";"0,0"
"02/01/2023";"0700";"22,3";"22,4";"21,0";"69,0";"78,0";"68,0";"16,3";"17,0";"16,2";"940,3";"940,3";"939,9";"2,8";"73,0";"4,9";"";"0,0"
"02/01/2023";"0800";"21,7";"22,4";"21,7";"71,0";"71,0";"68,0";"16,2";"16,4";"16,2";"940,5";"940,5";"940,2";"1,9";"66,0";"4,9";"";"0,0"
"02/01/2023";"0900";"21,4";"21,7";"21,3";"70,0";"71,0";"70,0";"15,7";"16,2";"15,7";"941,2";"941,2";"940,5";"2,3";"54,0";"5,1";"24,20";"0,0"
"02/01/2023";"1000";"22,7";"22,9";"21,3";"65,0";"71,0";"64,0";"15,8";"16,1";"15,6";"942,0";"942,0";"941,2";"2,6";"55,0";"5,1";"487,60";"0,0"
"02/01/2023";"1100";"23,1";"23,5";"22,6";"63,0";"66,0";"61,0";"15,7";"16,3";"15,3";"942,9";"942,9";"942,0";"2,5";"65,0";"6,3";"926,50";"0,0"
"02/01/2023";"1200";"24,4";"24,8";"23,0";"56,0";"64,0";"55,0";"15,1";"16,1";"14,9";"943,1";"943,2";"942,9";"2,1";"61,0";"5,4";"1350,10";"0,0"
"02/01/2023";"1300";"25,8";"26,4";"24,4";"52,0";"57,0";"50,0";"15,2";"15,8";"14,7";"942,8";"943,3";"942,8";"2,3";"61,0";"8,3";"2305,80";"0,0"
"02/01/2023";"1400";"26,1";"26,8";"25,6";"50,0";"53,0";"47,0";"14,8";"15,8";"14,1";"942,1";"942,8";"942,1";"1,6";"2,0";"5,2";"2211,70";"0,0"
"02/01/2023";"1500";"28,2";"28,9";"26,1";"46,0";"51,0";"44,0";"15,3";"16,9";"14,7";"941,3";"942,1";"941,3";"2,9";"84,0";"4,9";"2615,40";"0,0"
"02/01/2023";"1600";"28,9";"28,9";"27,5";"46,0";"49,0";"43,0";"16,1";"16,5";"14,0";"940,4";"941,3";"940,4";"2,2";"345,0";"4,7";"2202,70";"0,0"
"02/01/2023";"1700";"29,5";"30,2";"28,2";"40,0";"46,0";"37,0";"14,5";"16,1";"13,5";"939,2";"940,4";"939,2";"2,8";"69,0";"5,1";"3564,10";"0,0"
"02/01/2023";"1800";"30,5";"30,6";"29,4";"38,0";"42,0";"34,0";"14,7";"15,6";"13,0";"938,0";"939,2";"938,0";"1,5";"55,0";"4,9";"2980,70";"0,0"
"02/01/2023";"1900";"30,4";"30,7";"29,7";"37,0";"39,0";"34,0";"14,2";"14,6";"12,8";"937,1";"938,0";"937,1";"1,9";"14,0";"5,0";"2313,00";"0,0"
"02/01/2023";"2000";"30,0";"30,5";"30,0";"35,0";"38,0";"34,0";"12,8";"14,1";"12,6";"936,5";"937,1";"936,5";"2,2";"41,0";"5,3";"1504,40";"0,0"
"02/01/2023";"2100";"29,4";"30,0";"29,3";"37,0";"38,0";"35,0";"13,1";"13,6";"12,6";"936,7";"936,7";"936,3";"0,9";"18,0";"4,5";"638,20";"0,0"
"02/01/2023";"2200";"27,0";"29,4";"26,9";"48,0";"48,0";"36,0";"15,1";"15,2";"12,8";"937,3";"937,3";"936,7";"2,1";"89,0";"4,4";"52,70";"0,0"
"02/01/2023";"2300";"25,0";"27,0";"25,0";"55,0";"56,0";"48,0";"15,3";"15,7";"15,0";"938,5";"938,5";"937,2";"0,8";"31,0";"4,2";"";"0,0"
"03/01/2023";"0000";"22,8";"25,0";"22,8";"67,0";"67,0";"55,0";"16,3";"16,4";"15,1";"939,2";"939,2";"938,5";"1,6";"352,0";"2,3";"";"0,0"
"03/01/2023";"0100";"22,6";"23,0";"22,5";"67,0";"69,0";"66,0";"16,2";"16,5";"16,2";"939,8";"939,8";"939,2";"1,2";"299,0";"2,3";"";"0,0"
"03/01/2023";"0200";"22,3";"22,9";"22,3";"70,0";"70,0";"65,0";"16,5";"16,6";"16,0";"940,4";"940,4";"939,8";"1,3";"55,0";"2,2";"";"0,0"
"03/01/2023";"0300";"22,6";"22,6";"22,1";"67,0";"71,0";"67,0";"16,2";"16,7";"16,1";"940,2";"940,5";"940,1";"1,2";"60,0";"2,8";"";"0,0"
"03/01/2023";"0400";"21,7";"22,8";"21,2";"72,0";"75,0";"66,0";"16,5";"16,6";"16,1";"939,7";"940,2";"939,7";"2,1";"52,0";"4,0";"";"0,0"
"03/01/2023";"0500";"21,8";"21,8";"20,9";"71,0";"76,0";"71,0";"16,2";"16,7";"16,2";"939,5";"939,9";"939,5";"2,9";"58,0";"6,3";"";"0,0"
"03/01/2023";"0600";"21,2";"21,8";"21,2";"72,0";"72,0";"70,0";"16,0";"16,2";"16,0";"939,1";"939,5";"939,0";"2,2";"61,0";"5,3";"";"0,0"
"03/01/2023";"0700";"20,1";"21,2";"20,1";"77,0";"77,0";"72,0";"15,9";"16,1";"15,9";"939,1";"939,1";"938,9";"1,5";"59,0";"3,7";"";"0,0"
"03/01/2023";"0800";"19,8";"20,3";"19,8";"77,0";"78,0";"75,0";"15,7";"16,0";"15,7";"939,3";"939,4";"939,0";"1,7";"57,0";"3,0";"";"0,0"
"03/01/2023";"0900";"19,5";"19,8";"19,5";"81,0";"81,0";"77,0";"16,0";"16,1";"15,7";"939,8";"939,8";"939,3";"0,6";"16,0";"2,8";"25,60";"0,0"
"03/01/2023";"1000";"21,9";"21,9";"19,4";"70,0";"83,0";"70,0";"16,3";"16,9";"16,0";"940,2";"940,2";"939,8";"1,7";"59,0";"3,0";"487,50";"0,0"
"03/01/2023";"1100";"23,7";"23,7";"21,9";"63,0";"71,0";"62,0";"16,3";"16,5";"15,8";"940,9";"940,9";"940,2";"1,5";"54,0";"3,0";"1390,60";"0,0"
"03/01/2023";"1200";"25,4";"25,4";"23,3";"57,0";"65,0";"57,0";"16,3";"16,8";"15,7";"941,2";"941,2";"940,9";"2,1";"66,0";"5,7";"2138,40";"0,0"
"03/01/2023";"1300";"26,4";"26,5";"25,2";"55,0";"59,0";"53,0";"16,6";"16,8";"15,8";"941,6";"941,6";"941,1";"2,4";"58,0";"6,6";"2641,10";"0,0"
"03/01/2023";"1400";"27,1";"27,5";"26,2";"55,0";"56,0";"52,0";"17,3";"17,8";"16,3";"941,2";"941,6";"941,2";"2,4";"54,0";"5,7";"2600,90";"0,0"
"03/01/2023";"1500";"29,3";"29,3";"27,0";"49,0";"56,0";"49,0";"17,6";"18,4";"16,8";"940,3";"941,2";"940,3";"3,4";"57,0";"6,5";"3159,50";"0,0"
"03/01/2023";"1600";"28,0";"29,8";"28,0";"53,0";"53,0";"47,0";"17,5";"18,1";"16,7";"939,2";"940,3";"939,1";"3,2";"49,0";"7,6";"2786,80";"0,0"
"03/01/2023";"1700";"21,8";"28,0";"21,7";"74,0";"75,0";"50,0";"17,0";"17,2";"14,4";"939,9";"939,9";"939,1";"1,9";"274,0";"10,5";"239,80";"0,0"
"03/01/2023";"1800";"21,1";"21,9";"20,8";"87,0";"88,0";"74,0";"18,8";"19,2";"16,9";"939,7";"940,2";"939,6";"1,4";"244,0";"6,5";"89,20";"7,0"
"03/01/2023";"1900";"21,7";"21,7";"20,9";"85,0";"87,0";"85,0";"19,2";"19,2";"18,4";"938,7";"939,7";"938,6";"0,3";"280,0";"3,6";"348,60";"1,6"
"03/01/2023";"2000";"22,0";"22,1";"21,6";"86,0";"87,0";"85,0";"19,5";"19,7";"19,0";"938,3";"938,8";"938,3";"0,9";"96,0";"2,3";"339,20";"0,2"
"03/01/2023";"2100";"21,7";"22,2";"21,7";"86,0";"87,0";"83,0";"19,2";"19,9";"19,1";"938,2";"938,3";"937,9";"1,0";"57,0";"3,6";"283,10";"0,0"
"03/01/2023";"2200";"21,1";"21,9";"21,1";"89,0";"89,0";"85,0";"19,2";"19,3";"19,1";"939,3";"939,3";"938,2";"1,3";"57,0";"2,7";"30,70";"0,0"
"03/01/2023";"2300";"21,2";"21,3";"21,1";"88,0";"89,0";"88,0";"19,2";"19,3";"19,1";"940,5";"940,5";"939,3";"1,1";"298,0";"2,5";"";"0,0"
"04/01/2023";"0000";"21,1";"21,5";"21,1";"88,0";"88,0";"87,0";"19,1";"19,3";"19,0";"940,9";"940,9";"940,5";"0,2";"302,0";"2,1";"";"0,0"
"04/01/2023";"0100";"21,0";"21,1";"20,9";"89,0";"89,0";"88,0";"19,2";"19,2";"19,0";"941,5";"941,5";"940,9";"0,0";"266,0";"1,6";"";"0,0"
"04/01/2023";"0200";"20,5";"21,0";"20,5";"90,0";"90,0";"89,0";"18,7";"19,2";"18,7";"941,1";"941,5";"941,1";"1,0";"304,0";"2,2";"";"0,0"
"04/01/2023";"0300";"20,8";"20,9";"20,5";"89,0";"90,0";"89,0";"19,0";"19,2";"18,8";"940,5";"941,1";"940,5";"0,8";"236,0";"1,9";"";"0,0"
"04/01/2023";"0400";"20,3";"20,9";"20,3";"90,0";"90,0";"89,0";"18,6";"19,0";"18,5";"939,9";"940,4";"939,9";"0,3";"296,0";"1,6";"";"0,0"
"04/01/2023";"0500";"20,4";"20,4";"20,3";"89,0";"90,0";"89,0";"18,6";"18,6";"18,5";"939,7";"939,9";"939,7";"0,0";"298,0";"1,7";"";"0,0"
"04/01/2023";"0600";"20,3";"20,8";"20,3";"90,0";"90,0";"89,0";"18,5";"19,0";"18,4";"939,5";"939,8";"939,5";"0,4";"79,0";"1,3";"";"0,0"
"04/01/2023";"0700";"20,1";"20,3";"20,1";"90,0";"90,0";"90,0";"18,4";"18,6";"18,4";"939,8";"939,8";"939,5";"0,1";"39,0";"2,1";"";"0,0"
"04/01/2023";"0800";"20,4";"20,4";"20,1";"90,0";"90,0";"89,0";"18,7";"18,7";"18,4";"940,3";"940,3";"939,8";"1,0";"315,0";"1,8";"";"0,0"
"04/01/2023";"0900";"20,6";"20,7";"20,4";"90,0";"90,0";"90,0";"19,0";"19,0";"18,7";"940,8";"940,8";"940,3";"0,6";"57,0";"1,6";"6,60";"0,0"
"04/01/2023";"1000";"21,4";"21,4";"20,6";"88,0";"90,0";"88,0";"19,2";"19,2";"19,0";"941,6";"941,6";"940,8";"1,0";"63,0";"1,7";"153,50";"0,0"
"04/01/2023";"1100";"22,5";"22,5";"21,4";"86,0";"88,0";"85,0";"20,0";"20,0";"19,2";"942,2";"942,2";"941,6";"2,2";"55,0";"4,4";"715,40";"0,2"
"04/01/2023";"1200";"23,7";"24,6";"22,5";"73,0";"86,0";"70,0";"18,6";"20,1";"18,3";"942,3";"942,3";"942,2";"2,7";"39,0";"5,5";"1693,10";"0,0"
"04/01/2023";"1300";"24,0";"24,6";"23,5";"70,0";"74,0";"67,0";"18,2";"19,1";"17,8";"942,0";"942,3";"942,0";"2,6";"31,0";"5,8";"1503,70";"0,0"
"04/01/2023";"1400";"23,6";"24,0";"23,5";"77,0";"77,0";"70,0";"19,3";"19,3";"17,9";"941,9";"942,1";"941,9";"2,5";"56,0";"4,8";"959,70";"0,0"
"04/01/2023";"1500";"25,3";"26,0";"23,6";"68,0";"78,0";"66,0";"18,9";"19,9";"18,6";"941,0";"941,9";"941,0";"2,3";"38,0";"4,3";"1893,70";"0,0"
"04/01/2023";"1600";"26,9";"28,7";"25,3";"60,0";"70,0";"54,0";"18,6";"19,6";"17,5";"940,0";"941,0";"940,0";"2,3";"50,0";"5,4";"3034,80";"0,0"
"04/01/2023";"1700";"20,6";"28,3";"20,6";"85,0";"85,0";"54,0";"18,1";"19,1";"16,1";"939,8";"940,0";"939,1";"5,1";"301,0";"11,4";"1920,20";"5,6"
"04/01/2023";"1800";"22,8";"22,9";"20,3";"89,0";"91,0";"86,0";"20,8";"21,1";"18,4";"938,6";"939,9";"938,3";"1,7";"271,0";"11,4";"839,30";"13,2"
"04/01/2023";"1900";"22,3";"22,8";"22,1";"88,0";"89,0";"86,0";"20,2";"20,6";"19,7";"937,8";"938,6";"937,8";"1,1";"227,0";"5,2";"282,10";"0,6"
"04/01/2023";"2000";"22,9";"22,9";"22,3";"87,0";"88,0";"87,0";"20,7";"20,7";"20,2";"937,4";"937,8";"937,3";"1,2";"234,0";"2,6";"146,30";"0,0"
"04/01/2023";"2100";"22,9";"23,1";"22,9";"87,0";"88,0";"86,0";"20,6";"20,9";"20,5";"937,8";"937,8";"937,4";"1,3";"257,0";"2,5";"141,50";"0,0"
"04/01/2023";"2200";"22,2";"23,0";"22,2";"88,0";"89,0";"87,0";"20,2";"20,7";"20,1";"938,3";"938,3";"937,8";"0,8";"49,0";"2,7";"24,30";"0,0"
"04/01/2023";"2300";"22,4";"22,5";"22,2";"89,0";"89,0";"87,0";"20,4";"20,4";"20,2";"939,2";"939,2";"938,3";"0,2";"122,0";"1,6";"";"0,0"
"05/01/2023";"0000";"22,4";"22,4";"22,1";"89,0";"89,0";"88,0";"20,4";"20,5";"20,2";"939,7";"939,7";"939,2";"1,0";"250,0";"1,6";"";"0,0"
"05/01/2023";"0100";"22,1";"22,4";"22,0";"90,0";"90,0";"89,0";"20,3";"20,4";"20,1";"940,6";"940,7";"939,7";"0,0";"344,0";"1,6";"";"0,0"
"05/01/2023";"0200";"21,8";"22,1";"21,8";"89,0";"90,0";"89,0";"19,9";"20,4";"19,9";"940,7";"940,8";"940,6";"0,5";"294,0";"1,5";"";"0,0"
"05/01/2023";"0300";"21,7";"21,9";"21,6";"89,0";"89,0";"88,0";"19,8";"19,9";"19,7";"940,0";"940,7";"940,0";"0,6";"288,0";"1,4";"";"0,0"
"05/01/2023";"0400";"21,7";"21,7";"21,4";"91,0";"91,0";"89,0";"20,1";"20,1";"19,6";"939,7";"940,2";"939,7";"0,5";"129,0";"1,6";"";"0,0"
"05/01/2023";"0500";"21,5";"21,8";"21,5";"91,0";"91,0";"90,0";"19,9";"20,2";"19,8";"939,0";"939,7";"939,0";"0,9";"47,0";"2,9";"";"0,0"
"05/01/2023";"0600";"21,3";"21,5";"21,3";"91,0";"91,0";"91,0";"19,8";"19,9";"19,7";"938,9";"939,0";"938,8";"0,0";"253,0";"2,6";"";"0,0"
"05/01/2023";"0700";"21,2";"21,4";"21,1";"91,0";"91,0";"91,0";"19,6";"19,8";"19,5";"939,1";"939,1";"938,8";"0,0";"191,0";"1,1";"";"0,0"
"05/01/2023";"0800";"21,0";"21,3";"20,9";"91,0";"91,0";"91,0";"19,5";"19,7";"19,4";"939,5";"939,5";"939,1";"1,2";"63,0";"1,8";"";"0,0"
"05/01/2023";"0900";"20,9";"21,0";"20,8";"91,0";"91,0";"91,0";"19,4";"19,5";"19,3";"940,1";"940,1";"939,5";"0,6";"350,0";"3,0";"11,70";"0,0"
"05/01/2023";"1000";"20,9";"21,2";"20,9";"90,0";"91,0";"90,0";"19,2";"19,7";"19,2";"941,0";"941,0";"940,1";"1,7";"295,0";"3,6";"135,20";"0,8"
"05/01/2023";"1100";"21,4";"21,4";"20,6";"90,0";"90,0";"89,0";"19,6";"19,6";"18,7";"941,1";"941,2";"941,0";"1,6";"57,0";"3,6";"350,80";"3,2"
"05/01/2023";"1200";"22,2";"22,3";"21,3";"86,0";"90,0";"86,0";"19,7";"20,1";"19,4";"941,4";"941,4";"941,1";"0,9";"58,0";"2,8";"841,70";"0,4"
"05/01/2023";"1300";"24,8";"24,8";"22,2";"72,0";"86,0";"72,0";"19,4";"20,4";"19,1";"941,4";"941,5";"941,4";"1,2";"111,0";"2,8";"2087,90";"0,0"
"05/01/2023";"1400";"26,4";"26,9";"24,8";"67,0";"74,0";"64,0";"19,8";"21,0";"18,9";"940,9";"941,4";"940,9";"1,5";"65,0";"3,5";"2699,90";"0,0"
"05/01/2023";"1500";"22,4";"27,2";"22,0";"90,0";"90,0";"64,0";"20,7";"20,7";"18,9";"940,3";"940,9";"940,3";"0,5";"41,0";"8,2";"982,90";"11,4"
"05/01/2023";"1600";"26,7";"26,7";"22,4";"71,0";"91,0";"69,0";"20,9";"22,1";"20,2";"939,1";"940,3";"939,1";"1,4";"67,0";"2,9";"2200,50";"0,6"
"05/01/2023";"1700";"25,3";"28,1";"25,3";"75,0";"75,0";"63,0";"20,6";"21,7";"19,4";"938,6";"939,1";"938,5";"3,2";"304,0";"5,7";"2008,00";"0,0"
"05/01/2023";"1800";"23,7";"25,3";"23,7";"82,0";"84,0";"75,0";"20,4";"21,2";"20,1";"938,5";"939,0";"938,5";"2,1";"232,0";"6,3";"429,80";"1,0"
"05/01/2023";"1900";"23,3";"23,8";"23,2";"84,0";"84,0";"79,0";"20,5";"20,8";"19,7";"937,8";"938,5";"937,7";"2,0";"242,0";"3,8";"410,80";"0,0"
"05/01/2023";"2000";"23,6";"23,7";"23,2";"82,0";"84,0";"81,0";"20,3";"20,6";"20,0";"938,4";"938,4";"937,7";"1,4";"254,0";"3,5";"474,30";"0,0"
"05/01/2023";"2100";"23,3";"23,6";"23,1";"87,0";"87,0";"80,0";"20,9";"21,1";"19,9";"938,5";"938,6";"938,3";"0,9";"242,0";"3,4";"167,40";"0,8"
"05/01/2023";"2200";"22,4";"23,3";"22,4";"82,0";"88,0";"81,0";"19,1";"21,2";"19,1";"939,6";"939,6";"938,5";"1,9";"299,0";"4,0";"36,50";"0,0"
"05/01/2023";"2300";"21,1";"22,4";"21,1";"89,0";"89,0";"82,0";"19,2";"19,4";"19,1";"940,4";"940,4";"939,6";"3,5";"58,0";"5,5";"";"0,0"
"06/01/2023";"0000";"20,7";"21,1";"20,6";"90,0";"90,0";"89,0";"19,0";"19,1";"18,9";"941,1";"941,1";"940,4";"2,7";"54,0";"7,4";"";"0,0"
"06/01/2023";"0100";"20,9";"20,9";"20,7";"90,0";"90,0";"90,0";"19,2";"19,2";"19,0";"941,4";"941,5";"941,1";"2,3";"54,0";"4,9";"";"0,0"
"06/01/2023";"0200";"21,0";"21,0";"20,9";"90,0";"90,0";"90,0";"19,3";"19,3";"19,2";"941,3";"941,5";"941,3";"1,7";"53,0";"4,2";"";"0,0"
"06/01/2023";"0300";"21,2";"21,2";"21,0";"90,0";"90,0";"90,0";"19,5";"19,5";"19,3";"941,1";"941,3";"941,0";"1,8";"53,0";"3,5";"";"0,0"
"06/01/2023";"0400";"20,9";"21,2";"20,9";"91,0";"91,0";"90,0";"19,3";"19,5";"19,3";"940,8";"941,2";"940,8";"2,3";"60,0";"4,1";"";"0,0"
"06/01/2023";"0500";"20,7";"20,9";"20,7";"91,0";"91,0";"91,0";"19,3";"19,4";"19,2";"940,2";"940,8";"940,2";"2,6";"55,0";"5,0";"";"0,0"
"06/01/2023";"0600";"20,8";"20,8";"20,7";"91,0";"91,0";"91,0";"19,2";"19,3";"19,2";"940,1";"940,2";"940,1";"2,0";"66,0";"4,4";"";"0,0"
"06/01/2023";"0700";"20,8";"20,8";"20,7";"91,0";"91,0";"91,0";"19,3";"19,3";"19,2";"939,9";"940,1";"939,8";"1,4";"67,0";"3,4";"";"0,0"
"06/01/2023";"0800";"20,8";"20,8";"20,8";"91,0";"91,0";"91,0";"19,3";"19,3";"19,2";"940,2";"940,2";"939,9";"2,0";"68,0";"2,9";"";"0,0"
"06/01/2023";"0900";"20,8";"20,8";"20,7";"91,0";"91,0";"91,0";"19,3";"19,3";"19,2";"940,9";"940,9";"940,2";"1,2";"52,0";"2,9";"10,50";"0,0"
"06/01/2023";"1000";"21,2";"21,2";"20,8";"90,0";"91,0";"90,0";"19,6";"19,6";"19,3";"941,4";"941,4";"940,9";"1,8";"64,0";"2,7";"172,70";"0,0"
"06/01/2023";"1100";"22,2";"22,2";"21,2";"86,0";"90,0";"86,0";"19,8";"20,0";"19,5";"941,7";"941,8";"941,4";"1,0";"58,0";"2,7";"526,60";"0,0"
"06/01/2023";"1200";"23,9";"23,9";"22,2";"76,0";"87,0";"74,0";"19,4";"20,0";"18,7";"942,2";"942,3";"941,7";"1,5";"56,0";"3,3";"1042,30";"0,0"
"06/01/2023";"1300";"25,1";"25,1";"23,9";"68,0";"76,0";"67,0";"18,7";"19,6";"18,2";"942,5";"942,5";"942,2";"1,8";"59,0";"3,9";"1961,40";"0,0"
"06/01/2023";"1400";"26,2";"26,2";"25,0";"69,0";"71,0";"66,0";"20,0";"20,2";"18,7";"942,3";"942,5";"942,3";"3,3";"64,0";"6,1";"2144,80";"0,0"
"06/01/2023";"1500";"23,9";"27,1";"23,4";"86,0";"86,0";"63,0";"21,3";"21,4";"19,1";"941,7";"942,3";"941,7";"1,8";"83,0";"6,9";"1915,00";"7,6"
"06/01/2023";"1600";"21,9";"24,5";"21,1";"88,0";"88,0";"74,0";"19,8";"21,6";"17,0";"940,9";"941,9";"940,9";"2,3";"101,0";"12,8";"537,90";"7,6"
"06/01/2023";"1700";"22,3";"22,3";"20,6";"89,0";"90,0";"85,0";"20,3";"20,4";"18,5";"940,2";"940,9";"940,2";"0,8";"305,0";"7,2";"392,80";"16,4"
"06/01/2023";"1800";"23,3";"23,4";"22,3";"85,0";"89,0";"82,0";"20,6";"20,8";"20,1";"940,2";"940,5";"940,1";"1,2";"112,0";"3,7";"688,70";"0,0"
