"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2024";"1700";"27,1";"27,5";"26,7";"62,0";"64,0";"58,0";"19,2";"19,5";"18,5";"937,8";"938,6";"937,8";"1,9";"269,0";"4,8";"1031,60";"0,0"
"01/01/2024";"1800";"24,4";"27,7";"24,4";"70,0";"71,0";"59,0";"18,7";"19,5";"17,6";"938,0";"938,1";"937,8";"2,3";"64,0";"7,1";"492,70";"0,0"
"01/01/2024";"1900";"24,1";"24,4";"23,1";"78,0";"81,0";"67,0";"20,0";"20,0";"17,9";"937,7";"938,0";"937,6";"0,7";"177,0";"4,0";"489,10";"1,0"
"01/01/2024";"2000";"26,7";"26,7";"24,1";"65,0";"79,0";"65,0";"19,4";"20,3";"18,7";"937,8";"937,8";"937,5";"0,1";"123,0";"3,3";"884,40";"0,0"
"01/01/2024";"2100";"25,8";"27,8";"25,8";"67,0";"68,0";"61,0";"19,1";"20,3";"18,6";"938,0";"938,1";"937,8";"1,8";"118,0";"3,0";"669,90";"0,0"
"01/01/2024";"2200";"24,4";"25,8";"24,4";"70,0";"70,0";"67,0";"18,6";"19,5";"18,5";"938,6";"938,6";"938,0";"2,5";"119,0";"4,7";"39,20";"0,0"
"01/01/2024";"2300";"23,3";"24,4";"23,3";"77,0";"77,0";"69,0";"19,1";"19,1";"18,1";"939,0";"939,0";"938,6";"1,3";"143,0";"4,0";"";"0,6"
"02/01/2024";"0000";"22,7";"23,3";"22,6";"84,0";"85,0";"77,0";"19,9";"19,9";"19,0";"939,6";"939,6";"939,0";"0,8";"60,0";"3,0";"";"0,6"
"02/01/2024";"0100";"22,6";"22,7";"22,6";"86,0";"86,0";"84,0";"20,2";"20,2";"19,8";"940,2";"940,2";"939,6";"1,1";"56,0";"1,6";"";"0,0"
"02/01/2024";"0200";"22,6";"22,7";"22,5";"86,0";"86,0";"86,0";"20,1";"20,3";"20,1";"940,4";"940,6";"940,2";"0,0";"279,0";"1,6";"";"0,0"
"02/01/2024";"0300";"22,6";"22,7";"22,6";"86,0";"86,0";"85,0";"20,2";"20,3";"20,2";"939,9";"940,4";"939,9";"0,7";"64,0";"1,2";"";"0,0"
"02/01/2024";"0400";"22,1";"22,6";"22,0";"88,0";"88,0";"86,0";"20,0";"20,2";"19,9";"939,3";"939,9";"939,3";"0,3";"355,0";"1,1";"";"0,0"
"02/01/2024";"0500";"22,0";"22,1";"21,9";"89,0";"89,0";"88,0";"20,1";"20,1";"19,9";"938,8";"939,3";"938,7";"0,0";"291,0";"2,0";"";"0,0"
"02/01/2024";"0600";"22,2";"22,2";"22,0";"89,0";"89,0";"89,0";"20,3";"20,3";"20,1";"938,5";"938,8";"938,4";"0,8";"206,0";"1,4";"";"0,0"
"02/01/2024";"0700";"21,9";"22,3";"21,9";"88,0";"89,0";"88,0";"19,9";"20,4";"19,9";"938,4";"938,6";"938,3";"1,1";"328,0";"1,5";"";"0,0"
"02/01/2024";"0800";"21,5";"21,9";"21,5";"89,0";"89,0";"88,0";"19,6";"19,8";"19,5";"938,7";"938,7";"938,3";"0,0";"243,0";"1,9";"";"0,0"
"02/01/2024";"0900";"21,8";"21,8";"21,5";"89,0";"89,0";"89,0";"19,9";"19,9";"19,6";"939,3";"939,3";"938,7";"0,4";"292,0";"1,1";"24,10";"0,0"
"02/01/2024";"1000";"22,4";"22,4";"21,7";"87,0";"89,0";"87,0";"20,2";"20,3";"19,8";"939,7";"939,7";"939,3";"0,0";"76,0";"1,2";"207,10";"0,6"
"02/01/2024";"1100";"22,8";"22,8";"22,4";"87,0";"88,0";"87,0";"20,5";"20,6";"20,2";"940,0";"940,0";"939,7";"0,5";"28,0";"1,5";"281,10";"0,2"
"02/01/2024";"1200";"24,4";"24,4";"22,7";"79,0";"87,0";"78,0";"20,5";"21,0";"19,9";"940,4";"940,4";"940,0";"0,4";"49,0";"1,5";"901,40";"0,0"
"02/01/2024";"1300";"24,9";"25,0";"24,4";"76,0";"80,0";"75,0";"20,3";"20,9";"19,9";"940,1";"940,4";"940,1";"0,9";"273,0";"2,3";"1112,50";"0,0"
"02/01/2024";"1400";"27,5";"27,5";"24,9";"65,0";"77,0";"62,0";"20,5";"20,8";"19,2";"939,5";"940,1";"939,5";"2,5";"46,0";"5,3";"1840,10";"0,0"
"02/01/2024";"1500";"22,9";"27,7";"21,7";"89,0";"89,0";"60,0";"21,0";"21,0";"18,5";"939,7";"939,9";"939,5";"1,1";"347,0";"11,1";"756,40";"8,6"
"02/01/2024";"1600";"22,0";"23,1";"21,7";"87,0";"89,0";"86,0";"19,7";"21,0";"19,4";"939,1";"939,6";"939,1";"2,0";"79,0";"6,0";"642,00";"2,6"
"02/01/2024";"1700";"22,1";"22,1";"21,7";"87,0";"88,0";"85,0";"19,9";"20,0";"19,1";"938,6";"939,1";"938,6";"2,2";"69,0";"4,4";"589,00";"0,8"
"02/01/2024";"1800";"23,6";"23,7";"22,1";"83,0";"87,0";"83,0";"20,4";"20,7";"19,8";"937,7";"938,6";"937,7";"0,7";"45,0";"4,3";"790,60";"0,0"
"02/01/2024";"1900";"25,5";"25,5";"23,4";"76,0";"85,0";"75,0";"21,0";"21,5";"20,4";"937,0";"937,7";"937,0";"1,7";"69,0";"4,2";"1538,00";"0,0"
"02/01/2024";"2000";"26,2";"26,5";"25,3";"69,0";"78,0";"69,0";"20,2";"21,3";"19,9";"936,9";"937,0";"936,7";"2,7";"53,0";"5,5";"1057,40";"0,0"
"02/01/2024";"2100";"23,4";"26,2";"23,4";"74,0";"74,0";"67,0";"18,5";"20,5";"18,0";"937,2";"937,2";"936,9";"4,4";"58,0";"8,6";"261,40";"0,0"
"02/01/2024";"2200";"22,1";"23,4";"22,1";"81,0";"81,0";"74,0";"18,7";"18,7";"18,2";"938,5";"938,5";"937,2";"3,3";"54,0";"8,5";"15,00";"0,0"
"02/01/2024";"2300";"21,6";"22,1";"21,6";"86,0";"86,0";"81,0";"19,2";"19,2";"18,7";"939,3";"939,3";"938,5";"1,6";"74,0";"5,8";"";"0,0"
"03/01/2024";"0000";"21,6";"21,6";"21,5";"87,0";"87,0";"86,0";"19,4";"19,4";"19,2";"939,6";"939,6";"939,3";"0,7";"67,0";"2,6";"";"0,0"
"03/01/2024";"0100";"21,7";"21,7";"21,5";"88,0";"88,0";"87,0";"19,5";"19,6";"19,3";"939,8";"939,8";"939,5";"0,6";"125,0";"1,4";"";"0,2"
"03/01/2024";"0200";"21,4";"21,7";"21,3";"88,0";"88,0";"87,0";"19,3";"19,5";"19,2";"939,7";"939,9";"939,7";"0,0";"173,0";"1,0";"";"0,0"
"03/01/2024";"0300";"21,6";"21,6";"21,4";"88,0";"89,0";"88,0";"19,6";"19,6";"19,3";"939,4";"939,8";"939,4";"0,7";"181,0";"1,1";"";"0,0"
"03/01/2024";"0400";"21,5";"21,8";"21,5";"88,0";"88,0";"87,0";"19,5";"19,7";"19,5";"939,0";"939,4";"939,0";"0,1";"287,0";"1,2";"";"0,0"
"03/01/2024";"0500";"21,7";"21,8";"21,5";"89,0";"89,0";"88,0";"19,8";"19,9";"19,5";"938,6";"939,0";"938,5";"0,5";"235,0";"2,3";"";"0,0"
"03/01/2024";"0600";"21,6";"21,9";"21,6";"88,0";"89,0";"87,0";"19,5";"19,8";"19,5";"938,4";"938,6";"938,4";"0,0";"279,0";"2,0";"";"0,0"
"03/01/2024";"0700";"21,2";"21,6";"21,2";"89,0";"89,0";"88,0";"19,3";"19,5";"19,3";"938,2";"938,4";"938,2";"0,0";"282,0";"0,6";"";"0,0"
"03/01/2024";"0800";"21,3";"21,3";"21,2";"90,0";"90,0";"89,0";"19,5";"19,5";"19,3";"938,9";"938,9";"938,2";"0,5";"38,0";"1,6";"";"0,0"
"03/01/2024";"0900";"21,5";"21,5";"21,3";"90,0";"90,0";"90,0";"19,8";"19,8";"19,5";"939,5";"939,5";"938,9";"2,1";"53,0";"4,4";"9,90";"2,2"
"03/01/2024";"1000";"22,6";"22,6";"21,5";"87,0";"90,0";"87,0";"20,3";"20,4";"19,8";"940,4";"940,4";"939,5";"2,4";"54,0";"4,3";"404,70";"0,0"
"03/01/2024";"1100";"22,8";"22,9";"22,3";"83,0";"87,0";"82,0";"19,7";"20,2";"19,4";"941,0";"941,0";"940,4";"2,0";"49,0";"5,4";"557,70";"0,0"
"03/01/2024";"1200";"22,6";"22,8";"22,5";"84,0";"85,0";"82,0";"19,7";"19,9";"19,3";"941,2";"941,2";"941,0";"1,2";"47,0";"3,7";"271,50";"0,2"
"03/01/2024";"1300";"23,2";"23,3";"22,6";"82,0";"85,0";"82,0";"20,0";"20,5";"19,4";"941,4";"941,4";"941,2";"1,6";"54,0";"3,8";"657,30";"0,2"
"03/01/2024";"1400";"24,7";"24,9";"23,1";"77,0";"83,0";"75,0";"20,5";"20,9";"19,8";"941,4";"941,5";"941,3";"2,5";"50,0";"5,3";"1365,00";"0,0"
"03/01/2024";"1500";"27,2";"27,2";"24,4";"66,0";"78,0";"65,0";"20,2";"20,9";"19,4";"940,1";"941,4";"940,1";"3,6";"54,0";"7,0";"2406,60";"0,0"
"03/01/2024";"1600";"25,8";"27,9";"25,8";"71,0";"71,0";"61,0";"20,1";"21,3";"19,3";"939,2";"940,1";"939,1";"4,9";"55,0";"9,1";"2528,50";"0,0"
"03/01/2024";"1700";"26,2";"26,2";"24,7";"72,0";"80,0";"71,0";"20,8";"21,3";"20,0";"938,5";"939,2";"938,5";"0,9";"243,0";"9,1";"1300,10";"0,0"
"03/01/2024";"1800";"25,5";"27,1";"25,5";"71,0";"72,0";"66,0";"19,9";"21,5";"19,6";"938,3";"938,6";"938,1";"3,6";"40,0";"6,7";"899,50";"0,0"
"03/01/2024";"1900";"22,4";"25,5";"21,9";"88,0";"88,0";"68,0";"20,3";"20,4";"18,1";"938,6";"938,9";"938,3";"1,2";"237,0";"8,1";"100,70";"4,0"
"03/01/2024";"2000";"23,6";"23,6";"22,4";"85,0";"88,0";"83,0";"20,8";"20,8";"20,1";"938,3";"938,6";"938,3";"0,1";"16,0";"1,9";"363,20";"0,2"
"03/01/2024";"2100";"23,5";"23,7";"23,5";"85,0";"86,0";"82,0";"20,8";"21,0";"20,4";"938,7";"938,7";"938,2";"0,6";"42,0";"2,3";"300,00";"0,0"
"03/01/2024";"2200";"22,8";"23,5";"22,8";"88,0";"88,0";"85,0";"20,8";"20,9";"20,7";"939,3";"939,3";"938,7";"1,8";"54,0";"3,4";"31,30";"1,0"
"03/01/2024";"2300";"22,7";"22,8";"22,6";"89,0";"89,0";"88,0";"20,7";"20,9";"20,7";"939,7";"939,7";"939,3";"1,6";"53,0";"3,0";"";"0,6"
"04/01/2024";"0000";"22,7";"22,8";"22,7";"89,0";"89,0";"89,0";"20,7";"20,9";"20,7";"940,2";"940,2";"939,7";"0,9";"67,0";"3,0";"";"0,0"
"04/01/2024";"0100";"22,6";"22,7";"22,5";"89,0";"89,0";"89,0";"20,8";"20,8";"20,7";"940,7";"940,7";"940,1";"1,8";"71,0";"2,7";"";"0,0"
"04/01/2024";"0200";"22,5";"22,6";"22,5";"90,0";"90,0";"89,0";"20,7";"20,8";"20,7";"940,6";"940,7";"940,5";"1,4";"57,0";"3,8";"";"0,0"
"04/01/2024";"0300";"22,4";"22,5";"22,4";"90,0";"90,0";"90,0";"20,6";"20,8";"20,6";"939,9";"940,6";"939,9";"1,4";"67,0";"2,6";"";"0,0"
"04/01/2024";"0400";"22,4";"22,5";"22,4";"90,0";"90,0";"90,0";"20,6";"20,7";"20,6";"939,3";"939,9";"939,3";"1,2";"63,0";"2,6";"";"0,2"
"04/01/2024";"0500";"22,3";"22,4";"22,3";"90,0";"90,0";"90,0";"20,6";"20,7";"20,6";"938,9";"939,3";"938,9";"1,9";"67,0";"3,1";"";"0,8"
"04/01/2024";"0600";"22,3";"22,3";"22,3";"90,0";"90,0";"90,0";"20,6";"20,6";"20,6";"938,5";"938,9";"938,5";"1,4";"60,0";"3,1";"";"0,0"
"04/01/2024";"0700";"22,3";"22,4";"22,3";"90,0";"90,0";"90,0";"20,6";"20,6";"20,6";"938,4";"938,5";"938,3";"1,4";"72,0";"2,1";"";"0,0"
"04/01/2024";"0800";"22,2";"22,3";"22,2";"90,0";"90,0";"90,0";"20,5";"20,6";"20,5";"938,5";"938,5";"938,3";"2,0";"55,0";"3,4";"";"1,2"
"04/01/2024";"0900";"22,4";"22,4";"22,2";"90,0";"90,0";"90,0";"20,7";"20,7";"20,5";"939,2";"939,2";"938,5";"1,9";"54,0";"4,0";"5,20";"0,0"
"04/01/2024";"1000";"22,9";"22,9";"22,4";"90,0";"90,0";"90,0";"21,2";"21,2";"20,7";"939,7";"939,7";"939,2";"1,3";"55,0";"3,1";"152,00";"0,0"
"04/01/2024";"1100";"22,9";"23,1";"22,8";"89,0";"90,0";"89,0";"21,1";"21,3";"21,1";"940,3";"940,3";"939,7";"1,6";"52,0";"3,4";"190,90";"0,8"
"04/01/2024";"1200";"23,6";"23,7";"22,9";"88,0";"90,0";"88,0";"21,5";"21,7";"21,1";"940,5";"940,5";"940,3";"1,2";"53,0";"3,4";"565,90";"0,0"
"04/01/2024";"1300";"24,0";"24,1";"23,5";"82,0";"88,0";"81,0";"20,7";"21,7";"20,6";"940,5";"940,6";"940,4";"3,1";"291,0";"7,8";"751,20";"0,6"
"04/01/2024";"1400";"26,3";"26,3";"23,1";"69,0";"85,0";"69,0";"20,2";"21,8";"20,0";"939,8";"940,5";"939,8";"3,4";"306,0";"7,8";"2021,00";"0,8"
"04/01/2024";"1500";"25,1";"26,4";"23,6";"85,0";"86,0";"69,0";"22,4";"22,4";"19,8";"939,3";"940,0";"939,3";"1,4";"293,0";"8,7";"1217,20";"3,4"
"04/01/2024";"1600";"25,9";"26,9";"24,6";"76,0";"85,0";"69,0";"21,2";"22,6";"20,7";"938,4";"939,3";"938,4";"3,9";"53,0";"7,4";"2335,00";"0,4"
"04/01/2024";"1700";"26,9";"27,2";"25,9";"75,0";"79,0";"69,0";"22,2";"22,6";"20,9";"937,1";"938,3";"937,1";"2,6";"78,0";"7,4";"2338,20";"0,0"
"04/01/2024";"1800";"27,1";"27,7";"26,5";"70,0";"78,0";"66,0";"21,2";"23,0";"20,5";"936,6";"937,2";"936,5";"1,4";"24,0";"5,0";"1319,40";"0,0"
"04/01/2024";"1900";"25,1";"27,1";"24,4";"78,0";"83,0";"65,0";"21,0";"21,8";"19,9";"936,7";"936,9";"936,4";"2,0";"270,0";"7,4";"587,50";"1,8"
"04/01/2024";"2000";"25,1";"25,2";"25,0";"81,0";"82,0";"78,0";"21,5";"21,7";"20,9";"937,0";"937,1";"936,7";"2,1";"231,0";"3,8";"381,00";"0,0"
"04/01/2024";"2100";"22,5";"25,2";"22,5";"86,0";"86,0";"77,0";"20,0";"21,6";"20,0";"938,2";"938,3";"937,0";"3,9";"291,0";"7,7";"117,40";"5,8"
"04/01/2024";"2200";"22,6";"22,7";"22,1";"89,0";"90,0";"86,0";"20,8";"20,9";"19,9";"938,6";"938,6";"938,2";"0,5";"109,0";"7,8";"1,70";"6,6"
"04/01/2024";"2300";"22,4";"22,7";"22,4";"90,0";"90,0";"89,0";"20,6";"20,9";"20,6";"939,2";"939,2";"938,6";"1,2";"64,0";"1,9";"";"0,4"
"05/01/2024";"0000";"21,9";"22,5";"21,9";"90,0";"90,0";"90,0";"20,2";"20,7";"20,2";"939,6";"939,6";"939,1";"1,1";"360,0";"2,6";"";"0,2"
"05/01/2024";"0100";"21,8";"22,1";"21,8";"90,0";"90,0";"90,0";"20,1";"20,4";"20,1";"940,3";"940,4";"939,6";"2,2";"354,0";"3,2";"";"18,2"
"05/01/2024";"0200";"21,8";"22,1";"21,8";"90,0";"90,0";"90,0";"20,2";"20,4";"20,1";"940,4";"940,4";"940,1";"2,0";"54,0";"4,4";"";"4,4"
"05/01/2024";"0300";"21,7";"21,9";"21,7";"90,0";"90,0";"90,0";"20,0";"20,2";"20,0";"940,0";"940,4";"940,0";"2,1";"53,0";"5,4";"";"3,4"
"05/01/2024";"0400";"21,7";"21,7";"21,7";"90,0";"90,0";"90,0";"20,0";"20,0";"20,0";"939,6";"940,0";"939,6";"1,4";"51,0";"3,8";"";"0,4"
"05/01/2024";"0500";"21,6";"21,7";"21,6";"90,0";"90,0";"90,0";"19,9";"20,1";"19,9";"938,8";"939,6";"938,8";"1,3";"54,0";"2,7";"";"1,6"
"05/01/2024";"0600";"21,4";"21,6";"21,4";"90,0";"90,0";"90,0";"19,8";"19,9";"19,8";"937,8";"938,8";"937,8";"0,6";"51,0";"2,4";"";"0,2"
"05/01/2024";"0700";"21,3";"21,5";"21,3";"90,0";"90,0";"90,0";"19,7";"19,8";"19,7";"937,3";"937,8";"937,1";"0,9";"81,0";"1,5";"";"0,0"
"05/01/2024";"0800";"21,1";"21,3";"21,0";"90,0";"90,0";"90,0";"19,5";"19,7";"19,4";"938,2";"938,2";"937,3";"1,4";"77,0";"2,0";"";"0,0"
"05/01/2024";"0900";"21,2";"21,2";"21,0";"90,0";"90,0";"90,0";"19,6";"19,6";"19,4";"939,0";"939,0";"938,2";"0,8";"78,0";"2,1";"18,70";"0,0"
"05/01/2024";"1000";"21,8";"21,8";"21,2";"90,0";"90,0";"90,0";"20,2";"20,2";"19,6";"939,3";"939,3";"938,9";"1,0";"72,0";"1,8";"232,50";"0,0"
"05/01/2024";"1100";"22,8";"22,8";"21,8";"87,0";"91,0";"87,0";"20,5";"20,7";"20,2";"939,7";"939,8";"939,3";"1,1";"46,0";"2,6";"551,00";"0,0"
"05/01/2024";"1200";"22,6";"23,2";"22,4";"86,0";"87,0";"82,0";"20,1";"20,6";"19,7";"940,1";"940,2";"939,7";"0,3";"38,0";"3,0";"778,00";"0,4"
"05/01/2024";"1300";"24,1";"24,3";"22,6";"82,0";"86,0";"76,0";"20,7";"20,8";"19,6";"940,1";"940,1";"940,0";"1,0";"270,0";"2,0";"1363,60";"0,2"
"05/01/2024";"1400";"24,2";"24,4";"23,8";"79,0";"84,0";"77,0";"20,3";"21,0";"20,1";"939,8";"940,1";"939,8";"1,4";"300,0";"3,6";"1208,50";"0,2"
"05/01/2024";"1500";"25,1";"25,4";"24,2";"68,0";"82,0";"67,0";"18,7";"21,0";"18,7";"938,8";"939,8";"938,8";"1,1";"255,0";"4,6";"1428,60";"0,0"
"05/01/2024";"1600";"26,9";"27,3";"25,1";"62,0";"71,0";"60,0";"19,2";"19,9";"18,4";"937,9";"938,8";"937,9";"1,2";"271,0";"2,9";"2542,30";"0,0"
"05/01/2024";"1700";"27,7";"28,6";"26,9";"59,0";"66,0";"54,0";"19,0";"20,4";"18,1";"936,8";"937,9";"936,8";"2,5";"333,0";"9,3";"2734,20";"0,2"
"05/01/2024";"1800";"29,7";"29,8";"26,4";"51,0";"68,0";"50,0";"18,3";"20,5";"17,4";"936,1";"936,9";"936,1";"3,0";"286,0";"7,1";"2806,60";"0,0"
"05/01/2024";"1900";"28,4";"30,4";"28,4";"53,0";"53,0";"46,0";"17,7";"18,8";"17,2";"935,7";"936,1";"935,6";"3,7";"277,0";"7,2";"2018,10";"0,0"
"05/01/2024";"2000";"24,1";"28,4";"23,3";"82,0";"84,0";"51,0";"20,8";"21,0";"17,3";"936,2";"936,3";"935,7";"1,7";"299,0";"8,9";"350,90";"2,2"
"05/01/2024";"2100";"22,6";"24,3";"22,2";"88,0";"88,0";"81,0";"20,6";"21,2";"20,0";"937,5";"937,6";"936,2";"0,9";"271,0";"7,1";"75,80";"4,8"
"05/01/2024";"2200";"22,3";"22,6";"22,2";"89,0";"89,0";"88,0";"20,5";"20,7";"20,4";"938,2";"938,2";"937,5";"0,9";"296,0";"2,2";"2,50";"3,0"
"05/01/2024";"2300";"22,3";"22,4";"22,2";"90,0";"90,0";"89,0";"20,5";"20,6";"20,3";"939,0";"939,0";"938,2";"1,6";"53,0";"2,5";"";"0,2"
"06/01/2024";"0000";"22,3";"22,3";"22,2";"90,0";"90,0";"90,0";"20,5";"20,6";"20,5";"940,2";"940,2";"939,0";"1,5";"54,0";"3,3";"";"0,0"
"06/01/2024";"0100";"22,1";"22,3";"22,1";"90,0";"90,0";"90,0";"20,5";"20,6";"20,5";"940,6";"940,8";"940,2";"1,3";"55,0";"3,3";"";"0,0"
"06/01/2024";"0200";"21,9";"22,1";"21,8";"90,0";"90,0";"90,0";"20,3";"20,5";"20,2";"940,3";"940,6";"940,3";"2,3";"54,0";"4,1";"";"0,0"
"06/01/2024";"0300";"21,9";"22,0";"21,9";"91,0";"91,0";"90,0";"20,3";"20,3";"20,2";"940,4";"940,5";"940,3";"1,3";"53,0";"4,0";"";"0,0"
"06/01/2024";"0400";"21,7";"22,0";"21,7";"91,0";"91,0";"91,0";"20,1";"20,3";"20,1";"939,7";"940,4";"939,7";"1,8";"54,0";"3,9";"";"0,0"
"06/01/2024";"0500";"21,6";"21,7";"21,6";"91,0";"91,0";"91,0";"20,0";"20,1";"20,0";"939,3";"939,7";"939,3";"1,2";"66,0";"3,8";"1,00";"0,0"
"06/01/2024";"0600";"21,5";"21,6";"21,5";"91,0";"91,0";"91,0";"19,9";"20,0";"19,9";"938,7";"939,3";"938,7";"1,7";"68,0";"2,5";"";"0,0"
"06/01/2024";"0700";"21,6";"21,6";"21,5";"91,0";"91,0";"91,0";"20,0";"20,0";"19,9";"938,6";"938,7";"938,5";"1,3";"70,0";"3,0";"";"0,0"
"06/01/2024";"0800";"21,6";"21,7";"21,6";"91,0";"91,0";"91,0";"20,0";"20,1";"20,0";"939,5";"939,5";"938,6";"0,9";"106,0";"2,3";"";"0,0"
"06/01/2024";"0900";"21,6";"21,7";"21,6";"91,0";"91,0";"91,0";"20,0";"20,1";"20,0";"939,5";"939,6";"939,4";"0,5";"61,0";"1,8";"11,60";"0,2"
"06/01/2024";"1000";"22,0";"22,1";"21,6";"91,0";"91,0";"91,0";"20,5";"20,5";"20,0";"939,8";"939,8";"939,5";"1,3";"58,0";"2,4";"223,60";"0,0"
"06/01/2024";"1100";"23,0";"23,0";"22,0";"88,0";"91,0";"88,0";"21,0";"21,1";"20,5";"940,5";"940,5";"939,8";"0,8";"56,0";"3,2";"535,50";"0,0"
"06/01/2024";"1200";"24,4";"24,4";"23,0";"81,0";"88,0";"79,0";"20,8";"21,2";"20,1";"940,7";"940,7";"940,4";"0,9";"66,0";"2,8";"1271,40";"0,0"
"06/01/2024";"1300";"25,8";"26,0";"24,3";"71,0";"81,0";"70,0";"20,0";"21,2";"19,6";"940,5";"940,8";"940,5";"1,7";"59,0";"3,6";"2297,40";"0,0"
"06/01/2024";"1400";"26,4";"26,6";"25,8";"67,0";"73,0";"65,0";"19,8";"20,9";"19,2";"940,3";"940,5";"940,3";"2,4";"61,0";"4,3";"1957,90";"0,0"
"06/01/2024";"1500";"26,8";"28,3";"26,4";"61,0";"70,0";"59,0";"18,6";"21,1";"17,9";"939,8";"940,3";"939,8";"2,5";"278,0";"5,1";"2770,80";"0,0"
"06/01/2024";"1600";"28,6";"29,0";"26,7";"53,0";"63,0";"50,0";"18,0";"19,6";"16,9";"938,8";"939,8";"938,8";"2,0";"268,0";"4,9";"3503,40";"0,0"
"06/01/2024";"1700";"29,2";"29,5";"28,1";"48,0";"57,0";"47,0";"17,0";"19,2";"16,6";"937,9";"938,8";"937,9";"1,0";"265,0";"3,7";"2261,60";"0,0"
"06/01/2024";"1800";"30,5";"30,7";"29,2";"45,0";"52,0";"42,0";"17,0";"19,3";"16,2";"936,9";"937,9";"936,9";"1,8";"107,0";"3,2";"2502,60";"0,0"
